AP,HP,cost,effect,gods_id,id,name_en,rarity_id,set_id,tribe_id,type_id
4,3,5,Afterlife: Deal 1 damage to each enemy creature.,1,1177,Hardened Channeler,2,2,9,1
6,3,5,Roar: Give each other friendly Amazon +2/+2.,1,1179,Penthesilean Warrior,3,2,3,1
0,0,4,Give each creature in your hand +2/+2 and leech.,3,861,Might Makes Right,1,6,3,3
3,2,4,Roar: Give a friendly creature deadly.,7,1224,Uncanny Rogue,1,2,7,1
0,0,1,Destroy target friendly creature. Heal your god for its strength plus health. Draw a card.,4,1225,Fleshbind,1,2,7,3
6,6,7,Roar: Give a friendly creature +3/+3.,1,1227,Veteran Cataphract,1,2,7,1
10,10,1,At the start of the game  both players use your deck. All cards cost 1 mana. All creatures are 10/10 and gain frontline.,1,65000,Hyperion,5,5,7,1
10,10,6,Burn 3. At the start of the game  shuffle 15 Promethean Flames into each player's deck. Give your god burn +3.,1,65001,Prometheus,5,5,7,1
10,10,7,At the start of the game  shuffle 15 Atlas' Burdens into both players decks.,1,65002,Atlas,5,5,7,1
0,0,1,When drawn  deal 3 damage randomly and obliterate this card. Draw a card.,1,100000,Promethean Flame,5,5,7,3
1,1,9,At the end of your turn & Roar: Summon a copy of this creature.,3,866,Howling Berserker,2,6,12,1
3,1,5,Roar: Remove one of your mana locks and add one to your opponent's mana gems. Afterlife: Remove one of your opponent's mana locks add one to your mana gems.,7,130,Mana Thief,2,1,8,1
3,7,6,Roar: This creature gets +1 strength for every two creatures in your void.,1,138,Hallowed Keeper,1,1,2,1
4,3,4,Hidden. At the end of your turn  this creature gets +1 strength.,7,202,Shade Walker,2,1,5,1
0,0,8,Add four random War creatures to your hand  and give them +2/+2.,3,867,Strength In Numbers,2,6,5,3
3,3,4,Roar: If you have a relic equipped  give godblitz to this creature.,3,868,Bladesworn Warrior,3,6,12,1
6,6,7,When this creature attacks  a god  pull a random  creature from your void  into your hand.,1,87022,Anubian Usher,1,6,4,1
6,7,8,Blitz. Protected. Ward.,1,87024,Achillean Dedicant,1,6,10,1
5,5,8,Roar: Deal 5 damage to each other creature (including your own).,1,87025,Reckless Flamebreather,1,6,6,1
2,2,4,At the end of the turn  pull this card from the void into your hand.,1,204,Enduring Lemure,1,1,9,1
2,2,2,Roar: Deal 1 damage to an enemy creature.,1,1221,Ranger Firstbow,1,2,10,1
0,0,1,Target friendly creature becomes hidden for 1 turn. Draw a card.,7,1222,Assassin\'s Aim,1,2,10,3
0,0,5,Target opponent reveals their hand. Pull one of their cards into your hand.,7,1223,Cutthroat Insight,1,2,10,3
6,6,8,Frontline. Afterlife: Each of your creatures gain deadly.,1,87026,Apep\'s Doomcaller,1,2,4,1
2,2,1,This creature gets +1 strength after it attacks a creature.,3,87027,Boil-Blood Outlaw,1,2,12,1
2,2,3,Roar: Each creature in your hand gets +1 strength.,3,87028,Raid Reveller,1,2,12,1
4,6,7,Twin strike. Blitz.,3,87030,Twinhorn Rider,1,2,12,1
0,0,2,Deal 3 damage to a damaged creature.,3,87032,Vicious Rend,1,2,12,3
0,0,3,Give each creature in your deck +1 strength.,3,87033,Call to Arms,1,2,12,3
0,0,6,Pick One: · Your creatures get +2 strength and take 2 damage  or · Enemy creatures get +2 strength and take 2 damage.,3,87034,Over-proof Brew,1,2,12,3
3,1,2,Godblitz. (Godblitz allows you to attack any opposing character when you play it.),3,87035,Ramshackle Hatchet,1,2,12,4
2,1,2,Roar: Give +1 health to each other friendly creature.,5,87036,Battlement Luminary,1,2,8,1
2,4,3,Frontline. Can't attack.,1,87037,Barbed Portcullis,1,2,11,1
4,7,8,Frontline. Roar: Set each enemy creature's strength and health to 2.,5,87039,Peacebringer,1,2,2,1
0,0,2,Give frontline to a creature and fully heal it.,5,87040,Brilliant Intervention,1,2,2,3
0,0,3,Draw a card. Give each creature in your hand +1 health.,5,87041,Commune With The Light,1,2,2,3
0,0,4,Transform a creature with cost 5 or less into  a 2/2 Acolyte  and give it protected.,5,87042,Conversion,1,2,2,3
0,0,3,Pull a random creature from each void into your hand.,5,87043,Pluck From Fate,1,2,2,3
1,2,2,Afterlife: Pull the highest mana cost creature from your void into your hand (ties decided randomly).,5,87044,Crook of Shepherding,1,2,2,4
5,4,5,Roar: Deal 1 damage to a random enemy character.,2,87047,Escaped Silverback,1,2,13,1
6,7,7,After your opponent plays a spell  summon a random anim.,1,73,Golem Excavator,2,1,5,1
0,0,2,Add two copies of a random spell from your opponents void to your hand.,6,74,Recursion,1,1,5,3
3,1,1,Afterlife: A random enemy creature gets +3/-1 and this afterlife effect.,1,75,Possessive Toupee,4,1,5,1
4,4,5,Twin strike. Roar: If you have a relic equipped  give +1 strength to this creature and to your relic.,3,865,Valknir Weaponsmith,1,6,12,1
0,0,1,Give blitz and +1 strength to a creature.,3,87031,Fury,1,6,12,3
1,1,1,,1,100130,Impling,1,2,9,1
0,0,1,Summon a confused 2/1 Eagle. Then  if you have three or more creatures on the board  summon a confused  1/2 Badger.,2,87051,Best Friends,1,2,9,3
1,1,3,Backline. Whenever you summon a friendly creature with strength 2 or less  add a random Anim to your hand. The Anim costs 1 extra mana.,5,356,Jungle Shepherd,2,1,3,1
1,1,1,,1,100134,Rogue Skulker,1,2,3,1
1,1,2,Deadly.,1,100143,Destructive Dagger,1,2,3,4
2,2,1,,5,100144,Acolyte,1,2,3,1
2,1,0,Confused.,2,100145,Eagle,1,2,3,1
4,3,3,Confused.,2,100147,Crocodile,1,2,3,1
2,2,5,Blitz. Roar: Pick one – · This creature gets +2/+2  or · Another random friendly Amazon gets +4/+3.,2,357,Myrto\'s Daughter,2,1,3,1
9,9,9,Protected. Ward.  Spell boost +2. Whenever you cast a spell  add a copy of Beam to your hand that costs 1 mana.,6,358,Avatar of Magic,4,1,3,1
4,3,5,Blitz. Confused. When this creature attacks  each enemy creature becomes confused until the start of your next turn.,2,359,Bucking Bronco,3,1,13,1
5,5,6,Confused. Roar: Pick one. This creature gets – · +2 strength and twin strike  or · +3 health and frontline.,2,360,Black Rhino,1,1,13,1
4,5,6,Roar: Pick one. This creature gets – · +1/+4 and Olympian  or · blitz  protected  and Amazon.,2,365,Hippolyta Divided,4,1,13,1
1,1,1,Afterlife: Add a random rune to your hand.,1,374,Backstreet Bouncer,1,1,7,1
6,3,4,Flank.,1,375,Jaguar Rider,1,1,3,1
2,2,1,Confused.,1,100039,Brash Chicken,3,1,3,1
1,1,1,Afterlife: Heal your god for 4.,2,100042,Walking Plant,1,1,3,1
2,1,1,,1,100065,Skeletal Guard,1,2,4,1
2,2,2,Roar: This creature randomly gains flank  twin strike  or leach. It also randomly gains +1 strength or +1 health.,3,100066,Warrior,1,2,4,1
2,3,2,Confused.,2,100067,Giant Elk,1,2,4,1
4,4,1,Roar: Add a 1 mana  6/6 Manashard Fiend to your deck.,1,100068,Tetria Young Manaborn,4,2,9,1
6,6,1,Roar: Add a 1 mana  8/8 Manashard Queen to your deck.,1,100069,Heptaria Manashard Fiend,4,2,9,1
1,1,0,,1,100071,Rat,1,2,9,1
0,0,0,Casts when drawn. Deal 3 damage to yourself and draw a card.,7,100072,Bomb,1,2,9,3
0,0,3,If you have a relic equipped  set the strength of each friendly creature equal to the relic’s strength. Otherwise  draw a card.,3,869,Lead the Charge,3,6,9,3
3,6,6,At the end of your turn  if this creature is in your hand it gains +1 strength. Roar: This creature deals damage equal to its strength to an enemy creature.,3,870,Hyrtacus Brazen Hero,4,6,10,1
7,7,7,Roar: This creature attacks a random valid character. (It will attack an enemy frontline creature if there are any. It can't attack a hidden creature.),2,87048,Charging Oryx,1,6,13,1
0,0,3,Give regen +6 to target creature. (At the end of your turn  creatures with regen regain health.),2,87049,Aspect of the Axolotl,1,6,13,3
0,0,3,Confuse all enemy creatures. Refresh four mana. (Refill up to four of your spent mana gems.),2,87050,Untamed Regrowth,1,6,13,3
2,3,2,Whenever your opponent casts a spell  this creature gains +2 strength.,1,355,Eager Gryphon,1,1,13,1
2,2,2,,2,100129,Walking Tree,1,2,13,1
3,2,1,Confused.,2,100146,Panther,1,2,13,1
0,0,4,Give a creature +3 strength and overkill. (When this attacks and destroys an enemy creature  the remaining damage is dealt to enemy characters randomly.),2,87052,Jump On!,1,2,13,3
1,2,5,After you attack with this relic  give +1/+1 to each of your creatures.,2,87053,Wildroot Staff,1,2,13,4
6,4,4,Afterlife: Obliterate a random card in your hand. (Obliterated cards are removed from the game.),4,87055,Stygian Collector,1,2,9,1
1,1,1,Flank. Roar: Summon a Nimble Pixie.,1,219,Nimble Pixie,1,1,3,1
0,0,1,Target creature goes to sleep. Add two random runes  anims  or enchanted weapons to each god's hand.,7,283,Hypnos Puzzle Box,2,1,3,3
4,4,7,At the end of your turn  each other friendly creature gains +2/+2 and becomes confused.,2,354,Sucella,4,1,3,1
8,8,1,,1,100070,Octavia Manashard Queen,4,2,9,1
0,0,1,Give target friendly creature soulless. Draw a card.  (When a card with soulless would go to the void  obliterate it instead.),4,87058,Soul Bargain,1,2,9,3
0,0,1,"Each creature gets burn +2 and ""Afterlife: Draw a card.""",4,167,Sulphuric Rain,3,1,9,3
0,0,2,Target creature goes to sleep. It gains burn +3.,7,252,Sleep Dart,1,1,9,3
2,2,2,Roar: Remove 3 durability from your opponent's relic.,1,376,Iron-tooth Goblin,1,1,7,1
5,6,6,Frontline. Afterlife: A random friendly Anubian becomes protected and gets +1/+1.,1,150,Nephthys Guardian,1,1,4,1
6,5,5,Frontline. Roar: Give an enemy creature frontline.,3,163,Mercenary Daemon,1,1,9,1
6,4,7,Roar: Add a random anim  an enchanted weapon  and a rune to your hand.,1,164,Azure Djinni,1,1,4,1
5,6,6,Roar: If you're holding an Aether  select a creature from your opponent's void and add a copy to your hand.,6,180,Planetar Envoy,2,1,2,1
4,4,11,When Leyline Djinn is in your hand and you cast a spell  reduce Leyline Djinn's cost by the spell's base mana cost.,1,183,Leyline Djinn,3,1,2,1
7,8,7,Roar: If you have six cards or more in hand after this enters the board  this creature gains blitz.,1,184,Quicksilver Dragon,1,1,6,1
4,6,5,Creatures damaged by this creature get burn +1.,1,89,Lupine Elemental,1,1,6,1
1,2,1,Roar: Obliterate a card in your hand. Afterlife: Draw a card.,4,10,Catacomb Curator,2,1,4,1
2,2,2,Roar: This creature gets +1 strength for each creature that died this turn.,1,377,Jackal,1,1,13,1
1,1,1,,1,100043,Broken Warrior,1,1,13,1
0,0,1,Replace your hand and deck with random legendary creatures. Draw a card.,1,100045,Box,4,1,13,3
0,2,1,Frontline. Can't Attack. Creatures that attack this creature become confused.,7,100046,Mirror,1,1,13,1
4,6,7,Leech. At the end of your turn  deal 3 damage to a random sleeping enemy creature. Roar: All other creatures go to sleep.,1,94,Demogorgon,3,1,9,1
3,7,6,"After you play a card  summon a 3/1 Aching Disciple with ""Roar: Draw a card. Afterlife: Shuffle this creature into your deck.""",1,95,That Which Aches,4,1,9,1
3,3,2,,1,100049,Iron Anim,1,1,9,1
2,2,2,Protected.,1,100050,Protected Anim,1,1,9,1
2,2,2,Roar: Your confused creatures get +2 strength.,2,11,Gloam Druid,3,1,8,1
0,0,3,Deal 1 damage to your god. Add three random runes to your hand.,4,47,Sacred Lore,2,1,8,3
0,0,1,Draw three cards  then pull two random cards from your hand onto the bottom of your deck.,7,48,Ignean Roulette,1,1,8,3
2,4,5,Backline. When a friendly creature dies  add a random Rune to your hand.,1,50,Anputian Magus,2,1,4,1
3,3,3,Roar: Choose a spell that costs no more than your total unlocked mana gems. Reduce its cost by 2.,6,84,Arcane Transcendent,1,1,8,1
6,7,7,Frontline  protected. Roar: Your other Olympians each get +2/+2.,1,100,Hercules Son of Zeus,4,1,10,1
0,0,5,Add one of each rune to your hand.,6,117,Runestorm,1,1,10,3
0,0,2,Each friendly creature gets regen +2.,2,136,Cyrene\'s Blessing,1,1,10,3
1,4,7,Deadly. Frontline. Roar: Summon a Wrath Zealot.,1,137,Wrath Zealot,3,1,9,1
1,2,3,Hidden for 1 turn. When this creature damages your opponent  replace a random card in their hand with an anim  enchanted weapon  or rune.,7,141,Underhand Thug,1,1,9,1
0,0,4,Target two creatures. Friendly creatures get +2/+1  enemy creatures take 2 damage.,3,165,Incoming Raid,1,1,9,3
3,3,6,Roar: Pick one – · Give a friendly creature +4/+2  or · Give a friendly creature +2/+4.,3,209,Paragon of Fortune,1,1,10,1
0,3,1,Cannot attack. Burn 1. Afterlife: Summon a Brash Chicken.,1,100038,Chicken Egg,3,1,10,1
1,3,1,Frontline.,1,1219,Tough Townsfolk,1,2,10,1
1,2,1,Frontline. When this creature enters the board  it takes 1 damage.,1,100041,Injured Soldier,1,1,10,1
3,4,3,Confused.,2,100149,Bear,1,2,10,1
0,0,2,"Draw a card. Give a creature ""At the end of your turn  if this creature is at full health it gains +1 health. Otherwise  it heals for 1.""",5,872,Fortify,1,6,10,3
2,6,1,Roar: Deal 4 damage to this creature.,5,873,Veteran Hoplite,1,6,10,1
1,2,2,Frontline. At the end of your turn  if this creature has 2 strength or less  give it +1/+1.,5,874,Olympian Guard,1,6,10,1
0,0,3,Draw a card. Give +1 health to each creature in your deck.,5,875,Parthene Democracy,1,6,10,3
2,2,1,Afterlife: Add two Injured Soldiers to your void.,5,876,Field Medic,3,6,10,1
4,4,4,Whenever this creature survives damage  summon a 1/1 Impling.,1,9,Nether Nanny,1,1,9,1
0,0,2,Give ward to all creatures with strength 2 or less. Draw a card.,5,12,Sanctify,1,1,9,3
2,3,2,Frontline.,1,100051,Heavy Anim,1,1,9,1
6,6,6,Burn 1. Roar: Summon a random creature that costs 3 mana or less from your void.,4,1031,Vampiric Skull,2,2,9,1
0,0,5,Give all your creatures +2 strength and overkill until end of turn.,2,1118,Firewine,2,2,9,3
6,6,7,Roar: Give each other friendly creature +2/+1 or +1/+2 at random.,2,1168,Oliphaunt Mount,2,2,9,1
2,1,7,Roar: Draw two cards. Two random cards in your opponent's hand are shuffled into their deck.,7,1171,Double Dealer,1,2,7,1
2,4,3,Roar: Remove 2 durability from your opponent's relic.,1,1214,Bronze Servant,1,2,4,1
0,0,2,Heal 3 to a friendly creature and to your god.,1,100054,Rune of Life,1,1,4,3
2,1,2,Roar: Give a friendly creature +2 strength until end of turn.,1,1218,Eager Nobleborn,1,2,4,1
5,5,7,Protected. Roar: Deal 2 damage to each enemy creature.,1,391,Howler Golem,3,3,5,1
2,3,3,Ward. Roar: This creature gets  +1 strength for each enemy creature and +1 health for each other friendly creature.,5,878,Bardelys Parthene Orator,4,6,10,1
2,2,6,Backline. At the end of your turn  summon an Olympian Guard.,5,879,Isadora Daring Patrician,4,6,10,1
3,3,4,At the end of your turn  give this creature +1/+1 if it hasn't attacked since entering the board.  Roar: Give +1/+1 and ward to the Chosen One.,5,880,Tartessian Sentry,2,6,10,1
0,0,2,Destroy target friendly creature. Your other creatures gain leech. (Your god is healed equal to the amount of damage dealt by a creature with leech.),4,87059,Feast on the Dead,1,6,10,3
0,0,2,Deal 1 damage to a friendly creature and heal your god for 5.,4,87060,Just a Nibble,1,6,10,3
2,3,2,Roar: Foresee 1. (Look at the top card of your deck. Leave it there  or put it on the bottom of your deck.),6,87063,Third Eye Seer,1,6,8,1
2,4,5,Backline. Ability: Set a creature's health to 2.,5,318,Lightdaemon King,2,1,2,1
6,7,7,Protected. Ward. Roar: Set the strength of all other creatures with strength 4 or more to 1.,5,319,Griffith The Chosen,4,1,2,1
4,5,4,Burn 1. After this creature attacks  give it and another random friendly creature hidden for 1 turn.,7,330,Smoke Bomb,1,1,5,1
1,1,2,At the end of your turn  remove 2 random cards from your void and add a random Nature card to your hand.,2,361,Loam Naturalist,2,1,8,1
4,5,7,Whenever you play a Nature card  refresh 2 mana gems. Afterlife: Summon a Shrine of Sothek.,2,363,Sothek,4,1,4,1
3,4,5,Roar: Unlock a mana lock.,6,372,Crystallax,2,1,8,1
3,2,2,Hidden for 1 turn.,1,100052,Concealed Anim,1,1,8,1
0,0,2,Deal 3 damage to an enemy character.,1,100053,Rune of Fire,1,1,8,3
0,0,2,Give +2/+2 and frontline to a friendly creature.,1,100055,Rune of Strength,1,1,8,3
0,0,5,Summon a creature from any void. Give it soulless.,4,1014,Raise Dead,1,2,8,3
0,3,2,Ability: Deal 1 damage  then deal 1 to your opponent's god  and remove 1 durability from this relic.,6,1015,Staff of Shards,2,2,8,4
4,6,6,Frontline. Roar: Friendly creatures with strength 2 or less get +1/+1.,5,1063,Asterius Glittering One,4,2,8,1
0,0,2,Set a creature's health to 2. If you choose a friendly creature  give it +2 health instead.,5,1065,Hallowing Light,1,2,8,3
5,2,3,Flank.,1,1072,Aether Battlescout,1,2,2,1
0,0,2,Deal damage to a creature equal to that creature's strength.,7,1115,Hunting Trap,3,2,2,3
0,0,5,All enemy creatures go to sleep. Draw a card.,7,1116,Exorcise,2,2,2,3
2,1,2,"Creatures damaged by this get burn +2. Roar: Pick one - Gain ""Afterlife: Both gods unlock a mana lock."" or ""Afterlife: Both gods draw a card"".",4,1154,Runed Asp,2,2,4,1
1,1,2,Creatures damaged by this creature get burn +1. Roar: Summon an Infernal Footsoldier.,1,1165,Infernal Footsoldier,2,2,9,1
3,3,3,Frontline. After this creature is healed  give it +1 health. Roar: Give ward to the Chosen One.,5,877,Parthene Shieldmate,3,6,10,1
0,0,7,Destroy target creature. Pull a random creature from any void onto your side of the board.,4,87061,Rebuild Differently,1,6,10,3
2,2,2,Afterlife: If your god has 15 health or less  summon a 6/6 Netherspawn.,4,87062,Possessed Acolyte,1,6,8,1
0,0,6,Pull each creature from the board into their owner's hand. Your creatures returned this way have their cost reduced by 2.,7,1135,A Toast To Peace,3,2,8,3
1,1,1,Twin strike. Roar: Deal 1 damage.,1,296,Swashbuckler,2,1,7,1
1,2,2,Hidden for 1 turn. Roar: Add a copy of a random spell from your opponent's deck to your hand.,7,302,Lightfoot Informant,1,1,7,1
0,0,5,Summon Acolytes until you have as many creatures as your opponent  then give the Acolytes frontline.,5,317,Inquisitor\'s Summons,1,1,7,3
3,3,1,Creatures damaged by this creature get burn +1. Roar: Obliterate a card in your hand.,4,1032,Writhing Spirit,2,2,9,1
3,3,5,Roar: Delve a rune card and add it to your hand. (When you delve  you are given three choices.),6,87066,Rune Writer,1,2,8,1
8,5,6,Hidden. At the end of your turn  each creature has a 50% chance to swap its attack and health. Roar: Swap the attack and health of each other creature.,7,115,Master of Surprises,4,1,8,1
3,10,8,Roar: Gain control of an enemy creature until the end of turn. Give it godblitz. It goes to sleep at the end of turn.,7,1121,Anti-Magic Expert,1,2,7,1
4,7,6,Roar: Pick one – · Attack target enemy creature  or · Gain hidden for 1 turn.,7,329,Labyrinth Minotaur,3,1,7,1
0,0,1,Pick one:  · Foresee 1  or  · Deal 2 damage to an enemy creature.,6,87067,Illuminate,1,1,7,3
4,4,7,Roar: Pull an enemy creature from the board and put it into your opponent's hand. Create a copy of it and put it in your hand.,7,331,Identity Thief,3,1,7,1
0,0,1,Delve a random creature  and put it into your hand.,1,100035,Voyage To The Farlands,3,1,7,3
5,5,4,Confused.,2,1042,Overgrown Rhino,1,2,13,1
4,2,4,Ward. Afterlife: Create a copy of this creature and put it directly beneath the second card of your deck.,1,1069,Amplureal Sentient Shard,4,2,2,1
6,8,7,Ward. At the end of your turn  increase the mana cost of your opponent's god power by 2 until your next turn.,1,1109,Porphyrion Dread Cyclops,4,2,2,1
0,0,2,Randomly either both gods take 4 damage or just the opposing god takes 3 damage.,7,332,Heads or Tails,1,1,2,3
3,3,6,Blitz. Twin strike. Protected. At the end of your turn  this creature becomes protected.,3,368,Aeneas,4,1,10,1
0,4,4,Leech. Whenever your god is attacked  deal 2 damage to the attacker and remove 1 durability from this relic.,3,100003,Orax Shield of Pain,4,1,10,4
0,0,2,Foresee 2. Draw a card.,1,100056,Rune of Sight,1,1,10,3
0,0,5,Pick one:  · Deal 5 damage to a creature  or  · Draw two cards.,6,87069,Mind Jolt,1,1,10,3
2,1,3,Whenever an enemy creature dies  add a random anim  enchanted relic  or rune to your hand.,1,227,Hollow Pillager,2,1,12,1
2,4,4,Whenever you summon a creature with 2 strength  give it protected.,5,328,Angelic Veteran,2,1,2,1
1,1,3,Backline. At the end of your turn  add a random rune to your hand and reduce its cost by 1.,6,1038,Choralis Rune Moth,4,2,2,1
4,7,8,Roar: Foresee 2. Draw 2 cards and set their cost to 2.,6,1039,Frey Archmage of Selene,4,2,2,1
6,8,6,Confused. Overkill.,2,1040,Green Giant,1,2,13,1
4,5,6,Roar: Deal 3 damage to an enemy creature.,1,1111,Frost Giant Deadshot,1,2,13,1
1,2,2,Roar: Destroy a creature with strength 1 or less.,1,1112,Onyx Nightblade,2,2,7,1
5,5,6,Ward. Roar: Draw a card.,1,1113,Helian Blademaster,2,2,7,1
0,3,2,Ability: Reduce by 1  but not to 0  the cost of each spell in your hand that costs no more than your total unlocked mana gems. This relic loses 1 durability.,6,1239,Morgana\'s Grimoire,1,2,7,4
1,1,1,At the end of your turn  move the Chosen One two cards closer to the top of your deck. Afterlife: Give +1/+1 to the Chosen One.,5,881,Dowsing Blade,2,6,7,4
0,0,3,Draw a card for each of your creatures with strength 2.,5,882,Burden of Proof,2,6,7,3
0,0,3,Draw the Chosen One from your deck. Give it ward and frontline.,5,883,Fated Arrival,3,6,7,3
0,5,3,After your opponent summons a creature  summon a 0/1  Aetheric Echo with frontline. At the start of your turn  this relic loses 1 durability.,5,884,Aetheric Alarm,3,6,7,4
0,0,7,Deal 6 damage. Draw a card.,6,87070,Epiphany,1,6,7,3
2,4,5,Regen 1. At the end of your turn  add a random Nature card to your hand.,2,1041,Tainted Treant,1,2,7,1
7,5,7,Roar: Deal 2 damage to an enemy creature  and 1 damage to each other enemy creature.,1,1066,Void Drake,3,2,6,1
0,0,3,Pick one: · Draw a card  or · Give your god protected  or · Deal 3 damage to an enemy creature.,6,87068,Versatile Conjuration,1,2,6,3
0,3,2,At the start of your turn  deal 2 damage to the enemy god and remove 1 durability from this relic.,6,87071,Lambasting Wand,1,2,6,4
4,4,5,Roar: Destroy a creature with 3 health or less. If you control another Amazon  heal your god for the destroyed creature's health.,4,3,Amazon Hearteater,2,1,3,1
1,2,2,Whenever this creature damages your opponent  copy the top card of your opponent's deck and add it to your hand.,7,85,Gleeful Pillager,1,1,12,1
0,7,3,Ability: Add a random creature with a roar to your hand.,1,87,Amplification Machine,3,1,5,1
4,6,6,At the end of your turn  reduce by 1 the cost of spells in your hand that cost less than your total unlocked mana gems.,6,366,Merlin,4,1,8,1
3,5,5,Roar: If you have fewer cards in your hand than your opponent  you draw a card. (Roar effects trigger when you play a card  after it leaves your hand.),7,87074,Secrets Broker,1,1,10,1
1,4,2,Roar: Shuffle a random enchanted weapon into your deck.,1,311,Arms Trafficker,1,1,10,1
1,3,2,Roar: Choose a card that costs no more than your total unlocked mana gems. Reduce its cost by 2.,6,314,Warp Engineer,1,1,10,1
0,0,6,Destroy target creature. Heal your god for 4.,4,348,Reap,1,1,10,3
2,3,2,After this creature attacks a god  pull a random card in their hand into their deck. Then  they draw a card.,7,935,Guild Siren,1,6,7,1
6,6,7,Roar: Deal 4 damage to an enemy creature.,6,312,Salvaged Sentinel,2,1,5,1
0,0,5,Remove a mana lock  draw a card  and give your god protected.,6,316,Well of Power,2,1,5,3
0,0,1,Deal X damage to a creature  where X is equal to the strength of a random creature in your void.,5,350,Beyond the Grave,2,1,5,3
5,5,5,At the end of your turn  summon a 1/1 Walking Plant.,2,367,Avatar of Nature,4,1,5,1
3,3,7,Roar: Deal 3 damage to each enemy character. Foresee 3.,6,369,Circe Vengeful Sorceress,4,1,10,1
0,0,5,Add three random Amazons to your hand. Your creatures are no longer confused.,2,371,Specialist Force,3,1,10,3
0,0,8,Deal 4 damage to target enemy creature and its god. Give protected and ward to your god. Draw four cards.,6,373,O Fortuna,2,1,10,3
3,2,3,,7,100047,Sleeper Golem,1,1,5,1
0,0,6,Target friendly creature attacks a random enemy creature.  If your creature survives and the enemy creature dies  destroy all enemy creatures.,2,928,Selena\'s Insight,2,6,5,3
0,0,3,Remove protected  hidden  sleep  and backline from each creature  then deal 1 damage to each creature.,3,929,Valka\'s Discovery,2,6,5,3
2,2,1,Whenever another Anubian dies  deal 1 damage to your opponent’s god.,4,930,Priestess of Takhat,1,6,4,1
0,0,3,Destroy target creature with cost 3 or less. Deal 2 damage to each friendly character.,4,931,Soul Shatter,1,6,4,3
0,0,2,"Your relic gains: ""Whenever a creature without soulless dies  gain 2 favor.""",4,932,Blessing of Death,2,6,4,3
0,0,2,"Your creatures without hidden gain ""Hidden for 1 turn."" Gain 4 favor.",7,933,Blessing of Deception,2,6,4,3
2,4,3,Roar: Gain 2 favor for each enemy character.,5,936,Battle Priest,1,6,8,1
6,6,7,Ward. Roar: Draw a card. Give +1/+1 to each other friendly creature  and remove sleep from them.,1,885,Helios Illuminator,3,6,8,1
5,6,6,Protected. Roar: Give ward to your god. Remove sleep from each friendly creature.,1,886,Ironclad Minotaur,1,6,8,1
0,0,8,Deal damage to each creature equal to its strength. For each creature destroyed  add a random card from the opposing god's domain to your hand.,7,925,Orfeo\'s Guile,2,6,8,3
0,0,6,Transform each creature that costs 6 mana or more  into a 1/1 Rat. Obliterate each creature in all voids.,6,927,Pallas\' Incantation,2,6,8,3
7,3,6,Roar: If you control another Guild creature  add a copy of two random cards from your opponent’s deck to your hand.,7,934,Port Authority,1,6,7,1
2,3,2,Whenever you cast a spell  foresee 1.,6,313,Engaged Enchanter,1,1,8,1
0,0,4,Fully heal each friendly creature  and give them +1 health. Gain 4 favor.,5,937,Healing Light,1,6,8,3
3,2,2,Flank. (This creature can attack any character  ignoring frontline and backline  if any other character has attacked this turn.),7,87072,Glider Assailant,1,6,7,1
2,2,2,Roar: Summon a 1/1 Skeleton.,1,266,Bonded Warrior,1,1,4,1
3,4,6,Whenever a creature dies  deal 2 damage to both gods. When your god takes damage  heal your god for 2. When your god is healed  this creature gets +1 strength.,4,304,The Harvester,4,1,9,1
3,3,5,Roar: Add a random spell from your opponent's god to your hand.,7,344,Spellstealer,1,1,9,1
0,0,1,Deal 2 damage to a creature. If it is sleeping  deal 5 damage instead.,7,347,Nightmare,1,1,9,3
2,4,3,After you summon a Mystic  deal 2 damage to a random enemy character.,1,887,Frumentarii Researcher,2,6,8,1
0,0,3,Obliterate two cards in your hand. Pick one: · Unlock two mana locks  or · Draw two cards.,6,310,Equivalent Exchange,3,1,8,3
0,0,7,Refresh 2 mana. Obliterate your void. Change your god power to Cultivate.,2,370,Nature Overgrown,4,1,8,3
0,0,6,Target a friendly creature. Destroy all other friendly creatures. Give the targeted creature overkill  and +3/+3 for each creature destroyed.,4,924,Neferu\'s Will,2,6,8,3
3,3,3,Hidden. (Hidden creatures cannot be attacked or targeted by enemy spells or abilities. They become unhidden when they attack.),7,87073,Bedeviled Shadow,1,6,9,1
3,2,3,Roar: Reduce to 1 the cost of each Guild creature in your hand with cost 2 or 3.,1,891,Desert Mercenary,3,6,7,1
1,2,3,Roar: Delve a Structure  add it to your hand  and give it +2 health.,1,892,Diligent Architect,1,6,7,1
1,1,2,Frontline.  Roar: Summon a Parthene Guardian.  Afterlife: Give ward to each friendly Olympian.,1,893,Parthene Guardian,2,6,10,1
1,3,1,Roar: Give ward to your god  and gain 1 favor.,1,894,Satyr Outcast,1,6,8,1
2,2,2,Roar: You gain 3 favor. Your opponent gains 1 favor.,1,896,Foreign Diplomat,1,6,7,1
2,6,5,Frontline.  Ability: Gain 7 favor.,1,899,Thebian Strategos,1,6,10,1
2,2,2,After you draw a card  gain 3 favor.,1,900,Student of Truth,2,6,10,1
1,2,1,After you summon a creature  gain 3 favor.,1,901,Student of Society,2,6,10,1
0,0,2,"Give a creature: ""At the end of your turn  gain +3 strength.""",2,1123,Guerilla Training,2,2,10,3
