AP,HP,card_type_id,color_id,cost,effect,effect_en,id,image_url,image_url_en,name_en,name_ja,rarelity_id,tribe_id
1,1,1,1,1,召喚時：相手１体に１ダメージ,Summon: Deal １damage to a enemy.,1105,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/189/1105.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/189/1105.png,Red-Haired Fencer,赤髪のフェンサー,3,2
4,3,1,6,6,死亡時：１/２のリリスを３体出す,Deathrattle: Summon ３ Liliths.,1090,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/182/1090.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/182/1090.png,Vampire Road,ヴァンパイアロード,3,4
10,10,1,5,5,召喚時 死亡時：全ての味方を全回復する,Summon Deathrattle: Restore full Health to friendly characters.,1085,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/181/1085.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/181/1085.png,Archangel Flicka,大天使フリッカ,5,1
2,6,1,5,5,召喚時：他の全ての味方ユニットの攻撃力を体力と同じ値にする,Summon: Change all other friendly unit\'s Attack to be equal to its Health.,1080,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/180/1080.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/180/1080.png,Minerva,知恵の女神 ミネルヴァ,3,1
3,2,1,4,5,召喚時：味方ユニット１体を＋３/＋３する,Summon: Give a friendly unit ＋３/＋３.,1075,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/179/1075.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/179/1075.png,Moshobo,モーショボー,3,7
12,12,1,3,8,味方リーダーのクリプトスペルを全て手札に加える,Summon：Add each cryptospell of your hero to your hand.,1070,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/178/1070.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/178/1070.png,Purple Mist,幻竜 パープルミスト,4,6
14,5,1,2,7,召喚時：全ての相手ユニットに３ダメージ,Summon: ３ damage to all enemy unit.,1065,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/177/1065.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/177/1065.png,Divine Dragon,ディバインドラゴン,4,6
1,2,1,1,2,死亡時：カードを１枚引く,Deathrattle: Draw a card.,1000,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/176/1000.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/176/1000.png,Red-Eyes Library Witch,赤眼の図書館の魔女,3,5
1,1,1,1,2,召喚時：ランダムな相手ユニット１体に２ダメージ,Summon: Deal ２ damage to a random enemy unit.,1060,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/175/1060.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/175/1060.png,Chaotic Baron,混沌のバロン,3,2
5,3,1,1,6,速攻,Quick,1055,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/174/1055.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/174/1055.png,Flashlight Dragon Knight Baron,閃光の竜騎士バロン,2,2
,,2,6,9,味方リーダーに６ダメージ グレンデルを３体出す,Deal ６ damage to your hero. Recruit ３ ５/５ Grendels.,1050,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/173/1050.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/173/1050.png,Demon Corps,悪魔の軍団,2,9
5,5,1,6,4,,,1045,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/171/1045.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/171/1045.png,Grendel,グレンデル,2,4
4,8,1,5,5,前衛 攻撃不可,Frontline Cannot attack,1040,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/166/1040.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/166/1040.png,Skygarde Giants,スカイガルドの巨神兵,2,1
2,9,1,5,4,前衛 召喚時：このユニットに３ダメージ,Frontline Summon：Deal ３ damage to this minion.,1035,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/165/1035.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/165/1035.png,Paradin of War,歴戦のパラディン,2,2
5,10,1,4,9,速攻 前衛,Quick Frontline,1030,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/159/1030.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/159/1030.png,Guardian of the Sky Gardea,天空の守護竜 ガルデア,2,6
7,5,1,4,7,召喚時：他の全ての味方ユニットを＋１/＋１する,Summon: Give all other friendly units＋１/＋１.,1025,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/158/1025.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/158/1025.png,Manticore,マンティコア,2,3
,,2,3,4,ユニット１体をゴブリンに変身させる,Transform a unit into a Goblin.,1020,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/149/1020.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/149/1020.png,Iron Cauldron Witch,大釜の魔女,2,9
1,6,1,3,1,召喚時：相手はカードを３枚引く,Summon: Enemy leader draw ３ cards.,1015,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/148/1015.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/148/1015.png,Humpty Dumpty,ハンプティ・ダンプティ,2,5
,,2,2,7,全てのキャラクターに５ダメージ,Deal ５ damage to all characters.,1010,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/145/1010.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/145/1010.png,Ultra Dragon Flame Sphere,超竜の炎球,2,9
2,6,1,2,6,前衛 召喚時：全てのキャラクターに２ダメージ,Frontline Summon: Deal ２ damage to all characters.,1005,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/image/144/1005.png,https://d3n9a7g7xguuos.cloudfront.net/uploads/card/english_image/144/1005.png,Ifrit,灼煉の魔神イフリート,2,4
